,country_region_code,country_region,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
316,AT,Austria,2020-12-27,-73.0,-39.0,-7.0,-53.0,-37.0,8.0
317,AT,Austria,2020-12-28,-66.0,-13.0,-27.0,-62.0,-64.0,21.0
318,AT,Austria,2020-12-29,-63.0,-13.0,19.0,-57.0,-65.0,20.0
319,AT,Austria,2020-12-30,-60.0,8.0,-11.0,-57.0,-64.0,20.0
320,AT,Austria,2020-12-31,-68.0,-12.0,7.0,-61.0,-75.0,22.0
321,AT,Austria,2021-01-01,-90.0,-93.0,-30.0,-78.0,-87.0,29.0
322,AT,Austria,2021-01-02,-74.0,-26.0,-24.0,-59.0,-39.0,14.0
323,AT,Austria,2021-01-03,-74.0,-47.0,-16.0,-52.0,-34.0,9.0
324,AT,Austria,2021-01-04,-62.0,-14.0,-24.0,-56.0,-56.0,19.0
325,AT,Austria,2021-01-05,-60.0,2.0,-3.0,-54.0,-57.0,17.0
326,AT,Austria,2021-01-06,-82.0,-89.0,-6.0,-68.0,-84.0,29.0
327,AT,Austria,2021-01-07,-64.0,-10.0,-26.0,-53.0,-47.0,18.0
328,AT,Austria,2021-01-08,-66.0,-16.0,-24.0,-53.0,-45.0,18.0
329,AT,Austria,2021-01-09,-70.0,-21.0,-11.0,-52.0,-33.0,11.0
330,AT,Austria,2021-01-10,-72.0,-43.0,-13.0,-48.0,-30.0,8.0
331,AT,Austria,2021-01-11,-60.0,-17.0,-17.0,-46.0,-34.0,13.0
332,AT,Austria,2021-01-12,-63.0,-19.0,-25.0,-48.0,-35.0,14.0
333,AT,Austria,2021-01-13,-64.0,-20.0,-29.0,-48.0,-35.0,14.0
334,AT,Austria,2021-01-14,-67.0,-23.0,-41.0,-49.0,-37.0,15.0
335,AT,Austria,2021-01-15,-66.0,-15.0,-32.0,-49.0,-37.0,14.0
336,AT,Austria,2021-01-16,-70.0,-22.0,-16.0,-52.0,-33.0,10.0
337,AT,Austria,2021-01-17,-74.0,-43.0,-19.0,-52.0,-30.0,8.0
338,AT,Austria,2021-01-18,-63.0,-22.0,-31.0,-47.0,-36.0,13.0
339,AT,Austria,2021-01-19,-63.0,-18.0,-15.0,-47.0,-36.0,13.0
340,AT,Austria,2021-01-20,-63.0,-18.0,-4.0,-44.0,-36.0,13.0
341,AT,Austria,2021-01-21,-65.0,-16.0,-29.0,-47.0,-36.0,14.0
342,AT,Austria,2021-01-22,-65.0,-15.0,-16.0,-47.0,-36.0,14.0
343,AT,Austria,2021-01-23,-72.0,-22.0,-40.0,-55.0,-31.0,12.0
344,AT,Austria,2021-01-24,-71.0,-39.0,-10.0,-48.0,-27.0,7.0
345,AT,Austria,2021-01-25,-62.0,-20.0,-20.0,-46.0,-35.0,12.0
346,AT,Austria,2021-01-26,-64.0,-22.0,-22.0,-47.0,-36.0,14.0
347,AT,Austria,2021-01-27,-63.0,-20.0,-16.0,-46.0,-36.0,13.0
348,AT,Austria,2021-01-28,-66.0,-20.0,-40.0,-48.0,-37.0,15.0
349,AT,Austria,2021-01-29,-65.0,-15.0,-42.0,-49.0,-36.0,15.0
350,AT,Austria,2021-01-30,-69.0,-20.0,-21.0,-52.0,-29.0,10.0
351,AT,Austria,2021-01-31,-72.0,-40.0,-16.0,-47.0,-26.0,7.0
352,AT,Austria,2021-02-01,-59.0,-16.0,-13.0,-44.0,-36.0,12.0
353,AT,Austria,2021-02-02,-61.0,-16.0,-10.0,-45.0,-37.0,12.0
354,AT,Austria,2021-02-03,-61.0,-16.0,-19.0,-45.0,-36.0,13.0
355,AT,Austria,2021-02-04,-60.0,-13.0,0.0,-43.0,-36.0,12.0
356,AT,Austria,2021-02-05,-62.0,-11.0,-3.0,-44.0,-37.0,13.0
357,AT,Austria,2021-02-06,-68.0,-17.0,-16.0,-51.0,-28.0,9.0
358,AT,Austria,2021-02-07,-74.0,-43.0,-38.0,-51.0,-26.0,8.0
359,AT,Austria,2021-02-08,-34.0,-10.0,-27.0,-37.0,-34.0,10.0
360,AT,Austria,2021-02-09,-37.0,-6.0,-18.0,-37.0,-34.0,10.0
361,AT,Austria,2021-02-10,-40.0,-8.0,-29.0,-39.0,-34.0,11.0
362,AT,Austria,2021-02-11,-45.0,-10.0,-36.0,-40.0,-35.0,12.0
363,AT,Austria,2021-02-12,-44.0,-4.0,-26.0,-42.0,-36.0,12.0
364,AT,Austria,2021-02-13,-44.0,-6.0,-19.0,-42.0,-22.0,7.0
365,AT,Austria,2021-02-14,-62.0,-26.0,6.0,-40.0,-21.0,6.0
366,AT,Austria,2021-02-15,-38.0,-7.0,-8.0,-34.0,-29.0,9.0
367,AT,Austria,2021-02-16,-44.0,-6.0,-16.0,-35.0,-29.0,10.0
368,AT,Austria,2021-02-17,-44.0,-5.0,-13.0,-33.0,-28.0,10.0
369,AT,Austria,2021-02-18,-44.0,-6.0,0.0,-31.0,-28.0,10.0
370,AT,Austria,2021-02-19,-44.0,-5.0,-17.0,-39.0,-32.0,12.0
371,AT,Austria,2021-02-20,-44.0,-11.0,4.0,-39.0,-20.0,7.0
372,AT,Austria,2021-02-21,-64.0,-24.0,5.0,-40.0,-22.0,6.0
373,AT,Austria,2021-02-22,-38.0,-7.0,3.0,-33.0,-27.0,8.0
374,AT,Austria,2021-02-23,-39.0,-5.0,30.0,-30.0,-27.0,8.0
375,AT,Austria,2021-02-24,-39.0,-5.0,28.0,-30.0,-27.0,8.0
376,AT,Austria,2021-02-25,-40.0,-5.0,15.0,-30.0,-27.0,9.0
377,AT,Austria,2021-02-26,-41.0,-2.0,24.0,-32.0,-30.0,9.0
378,AT,Austria,2021-02-27,-43.0,-8.0,-10.0,-40.0,-19.0,7.0
379,AT,Austria,2021-02-28,-56.0,-13.0,43.0,-29.0,-18.0,4.0
380,AT,Austria,2021-03-01,-34.0,-1.0,12.0,-31.0,-26.0,7.0
381,AT,Austria,2021-03-02,-37.0,0.0,21.0,-30.0,-26.0,8.0
382,AT,Austria,2021-03-03,-39.0,-2.0,16.0,-29.0,-27.0,8.0
383,AT,Austria,2021-03-04,-41.0,-1.0,-3.0,-30.0,-27.0,9.0
384,AT,Austria,2021-03-05,-45.0,-3.0,-39.0,-40.0,-30.0,12.0
385,AT,Austria,2021-03-06,-41.0,-7.0,14.0,-35.0,-19.0,6.0
386,AT,Austria,2021-03-07,-56.0,-15.0,39.0,-30.0,-20.0,5.0
387,AT,Austria,2021-03-08,-35.0,-1.0,-4.0,-32.0,-26.0,8.0
388,AT,Austria,2021-03-09,-40.0,-2.0,-1.0,-33.0,-27.0,9.0
389,AT,Austria,2021-03-10,-42.0,-2.0,-10.0,-33.0,-26.0,10.0
390,AT,Austria,2021-03-11,-43.0,-2.0,-18.0,-33.0,-27.0,10.0
391,AT,Austria,2021-03-12,-42.0,1.0,-4.0,-34.0,-29.0,11.0
392,AT,Austria,2021-03-13,-42.0,-6.0,24.0,-34.0,-19.0,6.0
393,AT,Austria,2021-03-14,-71.0,-34.0,-41.0,-46.0,-25.0,8.0
394,AT,Austria,2021-03-15,-38.0,-3.0,-7.0,-32.0,-25.0,9.0
395,AT,Austria,2021-03-16,-42.0,-3.0,-16.0,-34.0,-26.0,10.0
396,AT,Austria,2021-03-17,-42.0,-2.0,-11.0,-32.0,-25.0,10.0
397,AT,Austria,2021-03-18,-44.0,-1.0,-19.0,-33.0,-26.0,10.0
398,AT,Austria,2021-03-19,-44.0,1.0,-26.0,-38.0,-31.0,12.0
399,AT,Austria,2021-03-20,-47.0,-8.0,-27.0,-42.0,-21.0,9.0
400,AT,Austria,2021-03-21,-70.0,-34.0,-36.0,-46.0,-24.0,8.0
401,AT,Austria,2021-03-22,-40.0,-4.0,-18.0,-34.0,-25.0,9.0
402,AT,Austria,2021-03-23,-41.0,-2.0,-6.0,-33.0,-25.0,9.0
403,AT,Austria,2021-03-24,-39.0,0.0,8.0,-31.0,-25.0,9.0
404,AT,Austria,2021-03-25,-38.0,1.0,20.0,-28.0,-25.0,8.0
405,AT,Austria,2021-03-26,-38.0,4.0,30.0,-29.0,-28.0,8.0
406,AT,Austria,2021-03-27,-41.0,-3.0,3.0,-34.0,-17.0,6.0
407,AT,Austria,2021-03-28,-55.0,-9.0,40.0,-29.0,-19.0,4.0
408,AT,Austria,2021-03-29,-27.0,-1.0,37.0,-32.0,-35.0,8.0
409,AT,Austria,2021-03-30,-25.0,5.0,76.0,-27.0,-35.0,7.0
410,AT,Austria,2021-03-31,-23.0,11.0,72.0,-24.0,-36.0,6.0
411,AT,Austria,2021-04-01,-42.0,7.0,36.0,-35.0,-39.0,10.0
412,AT,Austria,2021-04-02,-48.0,8.0,3.0,-45.0,-45.0,14.0
413,AT,Austria,2021-04-03,-58.0,-9.0,-28.0,-52.0,-24.0,9.0
414,AT,Austria,2021-04-04,-69.0,-29.0,5.0,-46.0,-22.0,5.0
415,AT,Austria,2021-04-05,-72.0,-85.0,86.0,-56.0,-83.0,22.0
416,AT,Austria,2021-04-06,-48.0,2.0,-20.0,-40.0,-31.0,11.0
417,AT,Austria,2021-04-07,-50.0,-4.0,-25.0,-40.0,-30.0,12.0
418,AT,Austria,2021-04-08,-49.0,-1.0,-20.0,-39.0,-29.0,11.0
419,AT,Austria,2021-04-09,-47.0,1.0,19.0,-35.0,-29.0,10.0
420,AT,Austria,2021-04-10,-48.0,-5.0,46.0,-34.0,-18.0,6.0
421,AT,Austria,2021-04-11,-53.0,-12.0,52.0,-28.0,-19.0,5.0
422,AT,Austria,2021-04-12,-45.0,-5.0,-14.0,-37.0,-27.0,10.0
423,AT,Austria,2021-04-13,-50.0,-5.0,-32.0,-40.0,-28.0,12.0
424,AT,Austria,2021-04-14,-47.0,0.0,-11.0,-36.0,-27.0,10.0
425,AT,Austria,2021-04-15,-48.0,-1.0,-17.0,-36.0,-27.0,10.0
426,AT,Austria,2021-04-16,-48.0,0.0,-6.0,-38.0,-29.0,11.0
427,AT,Austria,2021-04-17,-52.0,-7.0,-5.0,-43.0,-20.0,8.0
428,AT,Austria,2021-04-18,-66.0,-27.0,-11.0,-41.0,-23.0,8.0
429,AT,Austria,2021-04-19,-44.0,-4.0,-11.0,-35.0,-25.0,9.0
430,AT,Austria,2021-04-20,-44.0,-1.0,13.0,-32.0,-25.0,9.0
431,AT,Austria,2021-04-21,-42.0,-1.0,45.0,-28.0,-25.0,8.0
432,AT,Austria,2021-04-22,-46.0,2.0,-7.0,-34.0,-25.0,10.0
433,AT,Austria,2021-04-23,-45.0,5.0,31.0,-32.0,-27.0,9.0
434,AT,Austria,2021-04-24,-46.0,-2.0,62.0,-30.0,-16.0,4.0
435,AT,Austria,2021-04-25,-50.0,-5.0,59.0,-26.0,-16.0,4.0
436,AT,Austria,2021-04-26,-40.0,2.0,23.0,-30.0,-23.0,7.0
437,AT,Austria,2021-04-27,-42.0,5.0,27.0,-29.0,-23.0,8.0
438,AT,Austria,2021-04-28,-41.0,6.0,38.0,-27.0,-23.0,7.0
439,AT,Austria,2021-04-29,-42.0,9.0,24.0,-27.0,-23.0,7.0
440,AT,Austria,2021-04-30,-39.0,34.0,20.0,-29.0,-26.0,8.0
441,AT,Austria,2021-05-01,-70.0,-83.0,62.0,-35.0,-39.0,8.0
442,AT,Austria,2021-05-02,-66.0,-19.0,-36.0,-43.0,-24.0,8.0
443,AT,Austria,2021-05-03,-24.0,17.0,19.0,-24.0,-22.0,5.0
444,AT,Austria,2021-05-04,-27.0,13.0,59.0,-22.0,-22.0,6.0
445,AT,Austria,2021-05-05,-33.0,12.0,-7.0,-27.0,-23.0,8.0
446,AT,Austria,2021-05-06,-31.0,15.0,5.0,-24.0,-22.0,7.0
447,AT,Austria,2021-05-07,-35.0,16.0,-16.0,-30.0,-24.0,8.0
448,AT,Austria,2021-05-08,-31.0,9.0,53.0,-22.0,-10.0,3.0
449,AT,Austria,2021-05-09,-42.0,13.0,79.0,-14.0,-6.0,0.0
450,AT,Austria,2021-05-10,-27.0,1.0,65.0,-21.0,-21.0,4.0
451,AT,Austria,2021-05-11,-29.0,11.0,65.0,-20.0,-21.0,5.0
452,AT,Austria,2021-05-12,-27.0,39.0,-13.0,-21.0,-23.0,5.0
453,AT,Austria,2021-05-13,-77.0,-86.0,-21.0,-59.0,-82.0,26.0
454,AT,Austria,2021-05-14,-26.0,20.0,18.0,-34.0,-46.0,11.0
455,AT,Austria,2021-05-15,-35.0,0.0,21.0,-29.0,-16.0,5.0
456,AT,Austria,2021-05-16,-49.0,6.0,47.0,-17.0,-12.0,3.0
457,AT,Austria,2021-05-17,-29.0,8.0,-6.0,-22.0,-17.0,5.0
458,AT,Austria,2021-05-18,-30.0,13.0,22.0,-18.0,-16.0,5.0
459,AT,Austria,2021-05-19,-21.0,14.0,3.0,-17.0,-16.0,4.0
460,AT,Austria,2021-05-20,-22.0,15.0,17.0,-19.0,-16.0,4.0
461,AT,Austria,2021-05-21,-21.0,17.0,40.0,-12.0,-14.0,2.0
462,AT,Austria,2021-05-22,-19.0,12.0,23.0,-21.0,-7.0,2.0
463,AT,Austria,2021-05-23,-35.0,0.0,19.0,-26.0,-15.0,3.0
464,AT,Austria,2021-05-24,-57.0,-84.0,43.0,-49.0,-81.0,20.0
465,AT,Austria,2021-05-25,-18.0,31.0,13.0,-18.0,-17.0,4.0
466,AT,Austria,2021-05-26,-16.0,15.0,73.0,-11.0,-14.0,2.0
467,AT,Austria,2021-05-27,-22.0,14.0,6.0,-17.0,-14.0,5.0
468,AT,Austria,2021-05-28,-17.0,16.0,45.0,-11.0,-11.0,2.0
469,AT,Austria,2021-05-29,-16.0,7.0,45.0,-15.0,-1.0,2.0
470,AT,Austria,2021-05-30,-21.0,14.0,55.0,-13.0,-3.0,1.0
471,AT,Austria,2021-05-31,-11.0,15.0,62.0,-14.0,-12.0,2.0
472,AT,Austria,2021-06-01,-8.0,23.0,93.0,-9.0,-13.0,1.0
473,AT,Austria,2021-06-02,-1.0,47.0,95.0,-2.0,-14.0,-2.0
474,AT,Austria,2021-06-03,-38.0,-78.0,164.0,-31.0,-80.0,14.0
475,AT,Austria,2021-06-04,-9.0,23.0,95.0,-21.0,-43.0,6.0
476,AT,Austria,2021-06-05,-17.0,1.0,73.0,-14.0,-4.0,0.0
477,AT,Austria,2021-06-06,-27.0,6.0,24.0,-9.0,-2.0,0.0
478,AT,Austria,2021-06-07,-12.0,15.0,56.0,-13.0,-12.0,2.0
479,AT,Austria,2021-06-08,-12.0,17.0,76.0,-11.0,-11.0,2.0
480,AT,Austria,2021-06-09,-12.0,16.0,61.0,-12.0,-12.0,2.0
481,AT,Austria,2021-06-10,-13.0,14.0,48.0,-12.0,-11.0,2.0
482,AT,Austria,2021-06-11,-14.0,15.0,41.0,-12.0,-11.0,2.0
483,AT,Austria,2021-06-12,-14.0,4.0,66.0,-13.0,1.0,-1.0
484,AT,Austria,2021-06-13,-10.0,22.0,79.0,-5.0,5.0,-3.0
485,AT,Austria,2021-06-14,-11.0,10.0,81.0,-12.0,-12.0,0.0
486,AT,Austria,2021-06-15,-12.0,13.0,95.0,-10.0,-12.0,1.0
487,AT,Austria,2021-06-16,-12.0,13.0,89.0,-10.0,-13.0,0.0
488,AT,Austria,2021-06-17,-15.0,12.0,69.0,-12.0,-14.0,0.0
489,AT,Austria,2021-06-18,-17.0,10.0,72.0,-12.0,-14.0,0.0
490,AT,Austria,2021-06-19,-19.0,-2.0,93.0,-9.0,-2.0,-3.0
491,AT,Austria,2021-06-20,-18.0,19.0,78.0,-6.0,0.0,-4.0
492,AT,Austria,2021-06-21,-14.0,9.0,70.0,-15.0,-14.0,1.0
493,AT,Austria,2021-06-22,-13.0,12.0,88.0,-12.0,-13.0,1.0
494,AT,Austria,2021-06-23,-12.0,12.0,76.0,-12.0,-13.0,1.0
495,AT,Austria,2021-06-24,-15.0,8.0,53.0,-13.0,-14.0,2.0
496,AT,Austria,2021-06-25,-14.0,11.0,45.0,-12.0,-14.0,2.0
497,AT,Austria,2021-06-26,-13.0,0.0,86.0,-6.0,2.0,-3.0
498,AT,Austria,2021-06-27,-10.0,24.0,90.0,0.0,5.0,-4.0
499,AT,Austria,2021-06-28,-10.0,10.0,91.0,-11.0,-14.0,0.0
500,AT,Austria,2021-06-29,-13.0,11.0,88.0,-12.0,-15.0,0.0
501,AT,Austria,2021-06-30,-9.0,15.0,53.0,-11.0,-15.0,1.0
502,AT,Austria,2021-07-01,-4.0,18.0,51.0,-5.0,-14.0,1.0
503,AT,Austria,2021-07-02,-6.0,18.0,54.0,-5.0,-14.0,1.0
504,AT,Austria,2021-07-03,-7.0,2.0,99.0,4.0,2.0,-4.0
505,AT,Austria,2021-07-04,-3.0,28.0,76.0,8.0,3.0,-2.0
506,AT,Austria,2021-07-05,0.0,18.0,98.0,-8.0,-19.0,1.0
507,AT,Austria,2021-07-06,-4.0,16.0,129.0,-6.0,-19.0,0.0
508,AT,Austria,2021-07-07,-3.0,19.0,101.0,-8.0,-21.0,1.0
509,AT,Austria,2021-07-08,-9.0,12.0,68.0,-10.0,-20.0,1.0
510,AT,Austria,2021-07-09,-4.0,17.0,68.0,-9.0,-21.0,1.0
511,AT,Austria,2021-07-10,-8.0,0.0,106.0,4.0,1.0,-5.0
512,AT,Austria,2021-07-11,-8.0,29.0,58.0,3.0,0.0,-2.0
513,AT,Austria,2021-07-12,-4.0,11.0,114.0,-13.0,-27.0,0.0
514,AT,Austria,2021-07-13,-8.0,13.0,97.0,-15.0,-27.0,2.0
515,AT,Austria,2021-07-14,-3.0,15.0,72.0,-15.0,-28.0,3.0
516,AT,Austria,2021-07-15,-4.0,12.0,74.0,-13.0,-27.0,2.0
517,AT,Austria,2021-07-16,-9.0,10.0,72.0,-10.0,-27.0,1.0
518,AT,Austria,2021-07-17,-13.0,0.0,24.0,-5.0,-7.0,0.0
519,AT,Austria,2021-07-18,-15.0,16.0,37.0,0.0,-4.0,0.0
520,AT,Austria,2021-07-19,-3.0,11.0,108.0,-13.0,-29.0,2.0
521,AT,Austria,2021-07-20,-1.0,13.0,130.0,-12.0,-29.0,2.0
522,AT,Austria,2021-07-21,-2.0,11.0,136.0,-11.0,-29.0,1.0
523,AT,Austria,2021-07-22,-5.0,10.0,112.0,-11.0,-29.0,1.0
524,AT,Austria,2021-07-23,-8.0,5.0,108.0,-11.0,-29.0,0.0
525,AT,Austria,2021-07-24,-11.0,-6.0,110.0,7.0,-1.0,-4.0
526,AT,Austria,2021-07-25,-3.0,30.0,85.0,8.0,2.0,-3.0
527,AT,Austria,2021-07-26,-1.0,9.0,115.0,-15.0,-33.0,3.0
528,AT,Austria,2021-07-27,0.0,10.0,143.0,-13.0,-32.0,3.0
529,AT,Austria,2021-07-28,-3.0,8.0,104.0,-15.0,-32.0,3.0
530,AT,Austria,2021-07-29,-1.0,6.0,127.0,-9.0,-32.0,1.0
531,AT,Austria,2021-07-30,-8.0,6.0,95.0,-8.0,-32.0,1.0
532,AT,Austria,2021-07-31,-6.0,-1.0,88.0,13.0,-3.0,-2.0
533,AT,Austria,2021-08-01,-14.0,18.0,24.0,4.0,-7.0,0.0
534,AT,Austria,2021-08-02,8.0,14.0,133.0,-11.0,-36.0,3.0
535,AT,Austria,2021-08-03,3.0,12.0,145.0,-13.0,-36.0,4.0
536,AT,Austria,2021-08-04,5.0,15.0,107.0,-14.0,-37.0,4.0
537,AT,Austria,2021-08-05,0.0,10.0,69.0,-16.0,-37.0,5.0
538,AT,Austria,2021-08-06,-4.0,7.0,109.0,-9.0,-36.0,3.0
539,AT,Austria,2021-08-07,-7.0,-6.0,124.0,12.0,-2.0,-4.0
540,AT,Austria,2021-08-08,2.0,34.0,78.0,12.0,-2.0,-2.0
541,AT,Austria,2021-08-09,7.0,13.0,153.0,-11.0,-34.0,2.0
542,AT,Austria,2021-08-10,5.0,12.0,184.0,-11.0,-34.0,2.0
543,AT,Austria,2021-08-11,5.0,13.0,167.0,-10.0,-34.0,2.0
544,AT,Austria,2021-08-12,1.0,8.0,152.0,-10.0,-34.0,1.0
545,AT,Austria,2021-08-13,-6.0,9.0,127.0,-9.0,-34.0,1.0
546,AT,Austria,2021-08-14,-8.0,-4.0,130.0,11.0,0.0,-4.0
547,AT,Austria,2021-08-15,4.0,38.0,109.0,19.0,5.0,-5.0
548,AT,Austria,2021-08-16,0.0,12.0,95.0,-13.0,-33.0,4.0
549,AT,Austria,2021-08-17,7.0,17.0,145.0,-11.0,-32.0,3.0
550,AT,Austria,2021-08-18,5.0,14.0,133.0,-10.0,-30.0,3.0
551,AT,Austria,2021-08-19,2.0,8.0,130.0,-9.0,-30.0,2.0
552,AT,Austria,2021-08-20,-3.0,8.0,122.0,-9.0,-30.0,2.0
553,AT,Austria,2021-08-21,-6.0,-5.0,139.0,11.0,1.0,-5.0
554,AT,Austria,2021-08-22,3.0,33.0,88.0,17.0,3.0,-3.0
555,AT,Austria,2021-08-23,2.0,13.0,95.0,-13.0,-29.0,4.0
556,AT,Austria,2021-08-24,0.0,13.0,94.0,-14.0,-29.0,4.0
557,AT,Austria,2021-08-25,4.0,10.0,140.0,-8.0,-28.0,2.0
558,AT,Austria,2021-08-26,-4.0,10.0,62.0,-12.0,-29.0,4.0
559,AT,Austria,2021-08-27,-6.0,10.0,63.0,-10.0,-29.0,4.0
560,AT,Austria,2021-08-28,-7.0,-1.0,58.0,4.0,-3.0,-1.0
561,AT,Austria,2021-08-29,-7.0,19.0,46.0,10.0,-1.0,-1.0
562,AT,Austria,2021-08-30,0.0,12.0,64.0,-11.0,-26.0,3.0
563,AT,Austria,2021-08-31,-1.0,14.0,62.0,-12.0,-25.0,4.0
564,AT,Austria,2021-09-01,3.0,15.0,96.0,-7.0,-25.0,2.0
565,AT,Austria,2021-09-02,2.0,10.0,97.0,-6.0,-25.0,1.0
566,AT,Austria,2021-09-03,-2.0,9.0,98.0,-7.0,-25.0,1.0
567,AT,Austria,2021-09-04,0.0,0.0,119.0,10.0,2.0,-4.0
568,AT,Austria,2021-09-05,14.0,39.0,117.0,18.0,6.0,-5.0
569,AT,Austria,2021-09-06,7.0,15.0,112.0,-5.0,-24.0,1.0
570,AT,Austria,2021-09-07,3.0,15.0,118.0,-4.0,-23.0,1.0
571,AT,Austria,2021-09-08,4.0,15.0,121.0,-1.0,-23.0,0.0
572,AT,Austria,2021-09-09,1.0,14.0,101.0,-2.0,-23.0,0.0
573,AT,Austria,2021-09-10,-2.0,12.0,100.0,-2.0,-23.0,0.0
574,AT,Austria,2021-09-11,1.0,3.0,102.0,9.0,1.0,-3.0
575,AT,Austria,2021-09-12,9.0,30.0,99.0,18.0,4.0,-3.0
576,AT,Austria,2021-09-13,3.0,16.0,94.0,-2.0,-23.0,1.0
577,AT,Austria,2021-09-14,1.0,16.0,116.0,0.0,-22.0,0.0
578,AT,Austria,2021-09-15,-1.0,18.0,96.0,0.0,-22.0,0.0
579,AT,Austria,2021-09-16,-7.0,10.0,53.0,-5.0,-24.0,1.0
580,AT,Austria,2021-09-17,-7.0,11.0,58.0,-5.0,-25.0,1.0
581,AT,Austria,2021-09-18,-5.0,-1.0,78.0,-3.0,-4.0,-2.0
582,AT,Austria,2021-09-19,-3.0,13.0,65.0,5.0,-2.0,-1.0
583,AT,Austria,2021-09-20,-7.0,11.0,47.0,-9.0,-22.0,2.0
584,AT,Austria,2021-09-21,-7.0,11.0,71.0,-8.0,-21.0,2.0
585,AT,Austria,2021-09-22,-9.0,10.0,44.0,-10.0,-19.0,2.0
586,AT,Austria,2021-09-23,-7.0,7.0,75.0,-5.0,-19.0,1.0
587,AT,Austria,2021-09-24,-10.0,8.0,65.0,-6.0,-20.0,1.0
588,AT,Austria,2021-09-25,-5.0,-4.0,107.0,0.0,-1.0,-3.0
589,AT,Austria,2021-09-26,7.0,20.0,99.0,10.0,2.0,-3.0
590,AT,Austria,2021-09-27,-11.0,9.0,32.0,-11.0,-17.0,2.0
591,AT,Austria,2021-09-28,-9.0,9.0,67.0,-8.0,-17.0,2.0
592,AT,Austria,2021-09-29,-11.0,9.0,23.0,-13.0,-19.0,2.0
593,AT,Austria,2021-09-30,-10.0,8.0,33.0,-11.0,-18.0,2.0
594,AT,Austria,2021-10-01,-9.0,9.0,48.0,-10.0,-19.0,1.0
595,AT,Austria,2021-10-02,-5.0,-2.0,73.0,-6.0,-3.0,-2.0
596,AT,Austria,2021-10-03,2.0,13.0,84.0,4.0,-2.0,-2.0
597,AT,Austria,2021-10-04,-9.0,7.0,49.0,-13.0,-17.0,1.0
598,AT,Austria,2021-10-05,-11.0,8.0,50.0,-12.0,-18.0,2.0
599,AT,Austria,2021-10-06,-13.0,8.0,-1.0,-16.0,-19.0,3.0
600,AT,Austria,2021-10-07,-15.0,5.0,-9.0,-17.0,-19.0,4.0
601,AT,Austria,2021-10-08,-12.0,8.0,20.0,-13.0,-18.0,2.0
602,AT,Austria,2021-10-09,-8.0,-2.0,50.0,-11.0,-5.0,0.0
603,AT,Austria,2021-10-10,-14.0,-2.0,34.0,-8.0,-7.0,1.0
604,AT,Austria,2021-10-11,-10.0,7.0,37.0,-14.0,-16.0,2.0
605,AT,Austria,2021-10-12,-13.0,9.0,20.0,-16.0,-17.0,3.0
606,AT,Austria,2021-10-13,-12.0,9.0,13.0,-16.0,-17.0,3.0
607,AT,Austria,2021-10-14,-11.0,7.0,11.0,-15.0,-17.0,3.0
608,AT,Austria,2021-10-15,-11.0,7.0,32.0,-13.0,-17.0,2.0
609,AT,Austria,2021-10-16,-8.0,-1.0,43.0,-13.0,-4.0,0.0
610,AT,Austria,2021-10-17,-7.0,5.0,64.0,-2.0,-5.0,0.0
611,AT,Austria,2021-10-18,-12.0,7.0,36.0,-15.0,-16.0,2.0
612,AT,Austria,2021-10-19,-11.0,8.0,45.0,-13.0,-16.0,2.0
613,AT,Austria,2021-10-20,-9.0,7.0,60.0,-11.0,-16.0,1.0
614,AT,Austria,2021-10-21,-13.0,6.0,11.0,-13.0,-16.0,3.0
615,AT,Austria,2021-10-22,-14.0,9.0,12.0,-14.0,-17.0,2.0
616,AT,Austria,2021-10-23,-12.0,-2.0,26.0,-15.0,-6.0,0.0
617,AT,Austria,2021-10-24,-11.0,-3.0,60.0,-7.0,-11.0,0.0
618,AT,Austria,2021-10-25,3.0,22.0,40.0,-27.0,-46.0,6.0
619,AT,Austria,2021-10-26,-47.0,-84.0,85.0,-42.0,-81.0,18.0
620,AT,Austria,2021-10-27,-8.0,18.0,39.0,-16.0,-27.0,3.0
621,AT,Austria,2021-10-28,-11.0,8.0,28.0,-17.0,-27.0,3.0
622,AT,Austria,2021-10-29,-11.0,15.0,24.0,-16.0,-27.0,3.0
623,AT,Austria,2021-10-30,-9.0,11.0,34.0,-13.0,-6.0,0.0
624,AT,Austria,2021-10-31,-4.0,16.0,57.0,-1.0,-9.0,-1.0
625,AT,Austria,2021-11-01,-49.0,-83.0,44.0,-39.0,-83.0,19.0
626,AT,Austria,2021-11-02,-8.0,32.0,4.0,-18.0,-25.0,4.0
627,AT,Austria,2021-11-03,-13.0,17.0,4.0,-13.0,-15.0,3.0
628,AT,Austria,2021-11-04,-16.0,10.0,-11.0,-16.0,-15.0,4.0
629,AT,Austria,2021-11-05,-14.0,13.0,0.0,-16.0,-15.0,4.0
630,AT,Austria,2021-11-06,-9.0,6.0,17.0,-17.0,-3.0,2.0
631,AT,Austria,2021-11-07,-18.0,-2.0,29.0,-9.0,-8.0,2.0
632,AT,Austria,2021-11-08,-15.0,11.0,-1.0,-18.0,-16.0,4.0
633,AT,Austria,2021-11-09,-16.0,12.0,14.0,-16.0,-16.0,4.0
634,AT,Austria,2021-11-10,-17.0,12.0,5.0,-16.0,-17.0,4.0
635,AT,Austria,2021-11-11,-19.0,9.0,-5.0,-18.0,-17.0,5.0
